1080206930854832,胖子烧烤麻辣烫,45,月售1294,http://p0.meituan.net/waimaipoi/5b12de311e3f26fa9087eab1cfa3599b47104.jpg,,45分钟,0,起送 ¥20,夜间配送 ¥13,,1,,7.5km,人均 ¥37,,"[{'info': '满100减1;满200减2;满300减3', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",上海市南桥路与妙境路交叉口东南50米,"00:00-03:00,18:00-23:59"
1080206930854832,胖子烧烤麻辣烫,45,月售1294,http://p0.meituan.net/waimaipoi/5b12de311e3f26fa9087eab1cfa3599b47104.jpg,,45分钟,0,起送 ¥20,夜间配送 ¥13,,1,,7.5km,人均 ¥37,,"[{'info': '满100减1;满200减2;满300减3', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",上海市南桥路与妙境路交叉口东南50米,"00:00-03:00,18:00-23:59"
1001235367191443,山东手工水饺（蔡伦路店）,44,月售1016,http://p0.meituan.net/waimaipoi/f61a0e53c66b89ff1db7210b15f9f11422528.jpg,,37分钟,0,起送 ¥15,夜间配送 ¥11,,1,,6.0km,人均 ¥22,,"[{'info': '满20减10;满50减15', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品6.03折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",蔡伦路1378号,07:30-23:59
1009722222570495,老鸭粉丝馆（张江店）,47,月售1774,http://p1.meituan.net/waimaipoi/7ea525fe85ba4a71104556ec4ccb81f7743610.jpg,,33分钟,0,起送 ¥15,配送 ¥3,,1,,3.0km,人均 ¥23,,"[{'info': '满25减4;满55减9', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品6.8折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇张江路664号,07:40-23:30
1051563793927335,旺角麻辣烫,45,月售598,http://p0.meituan.net/waimaipoi/8b64adce0c163873ca2b85704db2ddc773323.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥7,,1,,354m,人均 ¥22,,"[{'info': '满25减8;满30减10;满50减16', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",张东路2201弄78号,08:30-23:55
983638886145137,正宗桂林米粉,44,月售1920,http://p0.meituan.net/waimaipoi/62e7248c9dcc54cc06f5cda324dd461a59544.jpg,,30分钟,0,起送 ¥15,配送 ¥6,,1,,3.0km,人均 ¥24,,"[{'info': '满25减11;满35减14;满100减20', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品6.71折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额100元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",中国（上海）自由贸易试验区张江高科高斯路1270号一层(高斯路1268号),08:58-23:30
931188745529855,达厨小菜（家常小炒）,37,月售1671,http://p0.meituan.net/business/7fcbfb6d47d5926245c821d7b71a972618657.jpg,,47分钟,0,起送 ¥15,夜间配送 ¥7,,1,,4.5km,人均 ¥21,,"[{'info': '满30减17', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品3.9折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领2元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付40元返4元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",浦东新区川沙新镇德川路369弄203号1层,"00:00-02:00,08:00-23:59"
1012324972742595,嗨皮蟹蟹煲饭（德川店）,44,月售1065,http://p1.meituan.net/waimaipoi/6cdf095a44c90927e8ccc484e295dd7699880.jpg,,43分钟,0,起送 ¥15,夜间配送 ¥7,,1,,4.4km,人均 ¥23,,"[{'info': '满22减17;满55减25;满100减37', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",浦东新区川沙新镇德川路369弄161号1层,"00:00-02:00,09:30-23:59"
887259820011673,蜀皇·担担面&酸辣粉&重庆凉拌菜,0,月售165,http://p1.meituan.net/waimaipoi/ca21f6f626477ad1be97ed6d899bbc6c30720.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥8,,1,,2.6km,人均 ¥22,,"[{'info': '满20减5;满35减12;满69减25', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.9折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",高木桥路571号,10:00-23:59
992611072857838,凡仔汉堡（川沙美食城店）,44,月售496,http://p0.meituan.net/waimaipoi/04471aef60fcec5dc61e5b41dfd05b7e67640.jpg,,41分钟,0,起送 ¥15,夜间配送 ¥7,,1,,4.4km,人均 ¥18,,"[{'info': '满33减28;满58减39;满89减52', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '新客领2元券;领3元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}]",浦东新区川沙新镇德川路369弄141号1层,"00:00-01:00,08:00-23:59"
1092469062438674,正新鸡排（蔡伦路店）,45,月售1092,http://p1.meituan.net/waimaipoi/948b5ce976fa4ee9c2a606b22cfa602a43555.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,45分钟,0,起送 ¥15,夜间配送 ¥11,,1,,6.1km,人均 ¥14,,"[{'info': '满40减18;满50减25;满60减32;满70减36', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",蔡伦路1386号,10:40-23:50
996223140328884,彭浦第一炸（唐镇店）,45,月售803,http://p0.meituan.net/waimaipoi/554b2902468571584e9ff62d0c2b158240250.jpg,,30分钟,0,起送 ¥16,配送 ¥5,,1,,2.4km,人均 ¥24,,"[{'info': '满39减15;满68减18;满99减21', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.13折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区唐镇唐安路1127号1层102室,"00:00-02:30,11:00-23:59"
938318391227737,红小姐拌着吃的麻辣烫（新德西店）,42,月售1265,http://p0.meituan.net/business/37cc68f40bb33fea692e4d5342ba8446591631.png,,46分钟,0,起送 ¥15,夜间配送 ¥9,,1,,5.2km,人均 ¥18,,"[{'info': '满26减17;满42减24;满52减28;满60减34', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",浦东新区川沙新镇新德西路100弄102号1层,10:20-23:50
994148671140087,阿华麻辣烫（城丰店）,45,月售973,http://p0.meituan.net/waimaipoi/e045d1d42571627a12fdf0db8aaa2b4f53171.jpg,,36分钟,0,起送 ¥15,夜间配送 ¥13,,1,,7.2km,人均 ¥21,,"[{'info': '满28减14;满48减21;满60减27', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区川沙新镇城丰路10号,"00:00-02:30,10:45-23:59"
979507127635691,大掌柜凉皮肉夹馍（唐安路店）,32,月售299,http://p0.meituan.net/waimaipoi/24401486e82e7621af7907658a06c11434816.jpg,,30分钟,0,起送 ¥20,配送 ¥6,,1,,2.4km,人均 ¥25,,"[{'info': '满25减13;满39减18;满55减20;满79减28', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",浦东新区唐镇唐安路1081号1 层,09:00-23:54
1042900844921872,河南滋补烩面,39,月售542,http://p1.meituan.net/waimaipoi/31dab4d186a83040dc1891d763feb305204800.jpg,,30分钟,0,起送 ¥15,配送 ¥5,,1,,2.5km,人均 ¥23,,"[{'info': '满35减2;满50减3', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",高木桥路713号,10:00-23:59
907205648132616,炒饭专家,39,月售1456,http://p0.meituan.net/waimaipoi/9a3ac355dc834dd84c15fe7294c8f53877584.jpg,,39分钟,0,起送 ¥15,配送 ¥6,,1,,4.3km,人均 ¥18,,"[{'info': '满29减15;满50减20;满100减30', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品1.67折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海德川路三六九弄193号,"00:00-01:00,09:30-16:30,16:30-23:59"
1116108562444566,玉合馄饨饺子(传统牛肉汤),50,月售507,http://p0.meituan.net/waimaipoi/315c9de4a53bc0a99decfb035cdd57f340960.jpg,,40分钟,0,起送 ¥48,配送 ¥18,,1,,6.9km,人均 ¥23,,"[{'info': '满25减3;满30减5;满60减8', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",川沙镇新川路932号川沙镇新川路932号,00:00-23:59
894299271404586,久久丫鸭脖（建中路店）200151,0,月售155,http://p1.meituan.net/waimaipoi/a5a1826a00b16c89d4854316f8bad2886194.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,1,起送 ¥30,夜间配送 ¥10,,1,,3.2km,人均 ¥61,,"[{'info': '满38减3;满59减8;满79减15', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付50元返5元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",浦东新区张江镇建中路181号,11:00-23:30
850366050950456,重庆小面菜饭骨头汤,43,月售1666,http://p0.meituan.net/waimaipoi/c2c6f99f404c9931f1e47043a7d4311c32275.jpg,,30分钟,0,起送 ¥15,配送 ¥6,,1,,3.0km,人均 ¥18,,"[{'info': '满22减8;满35减12;满50减19', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.99折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区高斯路1282号,08:00-22:30
1018256322565902,那些年小吃（炸串）,42,月售522,http://p0.meituan.net/waimaipoi/276fe4c489db49c8885c6faf47e5443d123413.jpg,,40分钟,0,起送 ¥15,配送 ¥6,,1,,3.5km,人均 ¥19,,"[{'info': '满26减13;满39减18;满79减38;满119减45', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品1.8折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领3元券;领6元券;领10元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付15元返4元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}, {'info': '满59元赠送橙子', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇建中路242弄53号-2室,00:00-23:59
1085717373845589,留老大砂锅麻辣烫,45,月售444,http://p1.meituan.net/business/d32a16fe56a33c1df2d31171619b9b1e101628.png,,35分钟,0,起送 ¥15,配送 ¥6,,1,,3.4km,人均 ¥20,,"[{'info': '满32减12;满45减19;满65减26;满85减32', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品3.32折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市建中路242弄36号,10:00-22:58
1054175134048157,正宗云南米线（妙镜路店）,40,月售2017,http://p0.meituan.net/waimaipoi/81289cc3ec2d3b8a134682bfba247fe1270336.jpg,,44分钟,0,起送 ¥15,夜间配送 ¥13,,1,,7.2km,人均 ¥19,,"[{'info': '满25减8;满40减13;满60减18;满100减25', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",浦东新区川沙新镇川沙路5558弄3号126室（川沙镇妙境路453号）,"00:00-02:30,09:30-23:59"
1013141016540138,红小姐拌着吃的麻辣烫（中科路店）,37,月售162,http://p1.meituan.net/waimaipoi/5966c0fa1b3e0f1409eb59016a849a03211605.jpg,,30分钟,1,起送 ¥15,夜间配送 ¥7,,1,,1.8km,,,"[{'info': '满25减16;满42减20;满52减25;满60减30', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.98折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇中科路2540号1层,10:00-23:30
986671133071407,烧腊菜饭,42,月售307,http://p1.meituan.net/waimaipoi/8101e64fdc11661de7802c8bfc697f6846508.jpg,,30分钟,0,起送 ¥15,配送 ¥5,,1,,2.6km,人均 ¥24,,"[{'info': '满20减15;满42减20;满69减31;满85减40', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇高木桥路571号1层102室,10:00-23:59
997992666827012,农二哥（建中路美食城店）,0,月售75,http://p0.meituan.net/waimaipoi/0195f7d580247cb58be228eae26ed43645056.jpg,,36分钟,0,起送 ¥20,配送 ¥6,,1,,3.4km,,"{'icon': 'http://p1.meituan.net/xianfu/a0b192ffdab672109d9f767dbd49653a919.png', 'recommendReason': '大众点评高分店铺', 'type': 3}","[{'info': '满35减12;满65减25;满100减39', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付100元返8元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇建中路242弄,"10:00-14:00,16:10-23:50"
1069314893787433,好蚝居换味思烤,0,月售33,http://p0.meituan.net/waimaipoi/593ff9906c907fbffa515069e949d5f330720.jpg,,33分钟,0,起送 ¥20,配送 ¥5,,1,,2.6km,,,"[{'info': '满30减3;满50减5;满100减12', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '领5元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇孙桥路18号101室D区,"00:00-03:00,17:00-23:55"
1092679515889072,灵一麻辣香锅（川沙店）,45,月售650,http://p1.meituan.net/waimaipoi/c5982536bb21c9803f50e26b2c861a7a85445.jpg,,43分钟,0,起送 ¥15,夜间配送 ¥15,,1,,8.1km,人均 ¥19,,"[{'info': '满30减16;满50减21;满100减47', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",浦东新区川沙新镇川沙路4825号B1—001室(潮人商城美食摊位内),11:30-23:55
907802648612005,夏氏海鲜坊（e食代美食城店）,45,月售191,http://p0.meituan.net/waimaipoi/7dacaa3a571ef698990b3dd4f22212be247808.jpg,,45分钟,0,起送 ¥50,配送 ¥5,,1,,9.4km,,,"[{'info': '满68减23;满168减63;满288减93', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领3元券;领6元券;领12元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}]",中国(上海)自由贸易试验区浙桥路200号1幢地下一层T17-B1-03室,00:00-23:59
909469095892824,昕伊餐饮,46,月售404,http://p0.meituan.net/waimaipoi/70fac0249ae517f7bca1f417ce88f0df32276.jpg,,40分钟,0,起送 ¥15,夜间配送 ¥13,,1,,7.3km,人均 ¥18,,"[{'info': '满25减10;满40减17;满60减20', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区川沙路4000号1幢1层A06室,08:30-23:00
922238033680534,韩式炸鸡啤酒屋（高木桥路店）,48,月售1000,http://p1.meituan.net/waimaipoi/88e8028c55c68c5b0dcd573244ed9302331776.jpg,,36分钟,0,起送 ¥20,配送 ¥6,,1,,2.5km,人均 ¥24,,"[{'info': '满30减20;满60减26;满100减32', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.12折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇高木桥路711号1层–2室,10:30-23:45
1125119403834770,何记花甲（孙桥店）,42,月售182,http://p0.meituan.net/waimaipoi/d4e415dffbc9db84af7b44c22a5f081694989.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥10,,1,,3.3km,人均 ¥26,,"[{'info': '满30减4;满40减6;满100减10', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",孙桥路299号联华超市旁,15:00-23:59
922641760625703,老北京挂炉烤鸭（广兰店）,47,月售1365,http://p1.meituan.net/waimaipoi/3052e16aa057f37ffd223252f4babb7541106.jpg,,32分钟,0,起送 ¥20,配送 ¥5,,1,,2.3km,人均 ¥43,,"[{'info': '满30减4;满55减9', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",广兰路1142号,11:25-23:55
1106569440077191,香满园川湘菜馆（川沙店）,41,月售275,http://p0.meituan.net/waimaipoi/66b9dc7d0c72e86f728956e56698c4dc12378.jpg,,43分钟,0,起送 ¥15,夜间配送 ¥7,,1,,4.4km,人均 ¥25,,"[{'info': '满35减16;满60减23;满120减33', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品8折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",川沙新镇德川路355号1-2层,"10:00-15:00,16:30-22:30"
958826860059969,窑鸡王（张江路店）,45,月售560,http://p0.meituan.net/waimaipoi/cb79a6e45949265a8d1a86e05dc1f52764905.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,32分钟,0,起送 ¥0,配送 ¥10,,1,,2.6km,人均 ¥80,,"[{'info': '满60减24;满120减32', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '满40元赠送冰红茶1份', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额50元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇张江路824号1层,"00:00-06:00,10:00-23:59"
1066046423673605,滬四爺豆浆油条（盛夏路店）,40,月售4472,http://p1.meituan.net/business/f36934124bd4549baf75822867463a34159872.jpg,,30分钟,0,起送 ¥20,配送 ¥5,,1,,797m,人均 ¥18,,"[{'info': '满30减6;满50减12;满80减14', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",张江镇盛夏路1063号,07:00-23:59
